一个男人在骑摩托车。	一个人在骑马。	1
一个男人在骑摩托车。	一个人在骑马。	1
一只松鼠在转圈。	一只松鼠绕着圈跑。	4
一男一女在接吻。	一男一女接吻。	5
一个男人上了一辆车。	一个男人在车库里上了一辆车。	3
一个男人在弹吉他和唱歌。	一个人在弹吉他。	2
一个男人在跳舞。	一个男人在说话。	0
一个人在切蘑菇。	一个人正在用刀切蘑菇。	4
一只小老虎在发出声音。	一只老虎走来走去。	2
一个人在切洋葱。	一个人在剥洋葱。	2
一个人在弹钢琴。	一个人在吹小号。	1
一个女人在剥土豆。	一个女人在剥苹果。	2
一只潘克达正在吃竹子。	熊猫正在吃竹子。	4
一个人在剥洋葱。	一个人在剥茄子。	2
一只猴子推另一只猴子。	猴子推了另一只猴子。	4
一只松鼠绕着圈跑。	一只松鼠在转圈。	4
一个男人正在系鞋带。	一个男人系鞋带。	5
一个男孩正在唱歌和弹钢琴。	一个男孩在弹钢琴。	3
一只狗正在吃西瓜。	一只狗正在吃一块西瓜。	4
一位女士正在切西兰花。	一位女士正在用刀切西兰花。	4
一个男人在剥土豆。	一个人剥了一棵马铃薯。	3
一个女人在弹吉他。	一个人弹吉他。	2
一个女人在切西红柿。	一个人在切洋葱。	1
一个男人在水下游泳。	一个女人在水下游泳。	2
一男一女在聊天。	一男一女在吃东西。	1
一只小狗在追一个瑜伽球。	一只狗在追一个球。	4
一个男人骑着摩托车走了。	一个男人骑着摩托车。	4
一个男人在弹吉他。	一个人一边唱歌一边弹吉他。	3
男人们在打板球。	男人们在打篮球。	2
一个人在钓鱼。	一个男人正在锻炼。	0
一个男人在漂浮。	一个男人在说话。	0
两个男孩在开车。	两个海湾在跳舞。	0
一个人骑着马。	一个女孩在骑马。	2
一个男人在切土豆。	一个女人在剥土豆皮。	2
一个女人在剥土豆。	一个男人在切土豆。	2
一个男人在弹吉他。	有人在弹吉他。	3
一个女人在切韭菜。	一个女人在切姜。	2
那人切了一个纸盘。	一个男人在切纸盘。	4
一个人在弹钢琴。	那人在拉小提琴。	1
那人在弹吉他。	一个人在吹长笛。	1
一个女人正在切一些肉。	一个女人在啃肉。	2
一个男人在键盘上玩。	一个男人在弹键盘钢琴。	4
这位女士切碎了青葱。	这位女士切了一个洋葱。	4
有人正坐在水里吃面条。	一个女人在水里煮面条。	3
一个人在弹钢琴。	一个人在弹钢琴。	4
一个女人在吹长笛。	一个女人吹长笛。	4
一个男孩正在检查日历。	一个男孩正在看日历。	3
一个女人在切洋葱。	一个女人在切洋葱。	4
一个人在弹吉他。	一个人弹吉他。	4
一个女人在翻煎饼。	一个卡通厨师在做煎饼。	2
一位妇女正在使用一台缝纫机。	一个女人正在缝纫机上缝纫。	5
一个男人在路上跑。	一辆汽车正沿着这条路行驶。	1
一个人骑着马。	一个男人在打电话。	1
一个女人在跳舞。	一个男人在吃东西。	0
一个人在弹钢琴。	一个人在吹长笛。	2
一个人在吹长笛。	一个人在弹钢琴。	1
一个人在转圈。	一个男人在跳舞。	1
一只猴子从一只猴子的四肢摆动到另一只猴子的四肢。	一只猴子从一棵树荡到另一棵树。	3
人们下了火车。	人们在车站下了火车。	4
一只狗在蹦床上跳。	狗在蹦床上跳。	4
一个男孩正在演奏一种乐器。	一个人在吹小号。	2
一个女人弹吉他。	一个人会唱歌和弹吉他。	1
一位女士正在挑选一个罐头。	一个女人在切西红柿。	1
一个男人在爬绳子。	一个男人爬上一根绳子。	5
一个男人正在举起一辆汽车。	一个人在爬墙。	1
一对男女开着吉普车沿着街道行驶。	一男一女开着一辆敞篷车在路上行驶。	4
那个赤裸上身的人坐在椅子上。	一个赤裸上身的人坐在椅子上。	3
两个女人在摔跤。	两个女人在地板上摔跤。	4
小狗玩一个蓝色的网球。	一只小狗在玩网球。	4
袋鼠在吃东西。	袋鼠在吃东西。	4
一只猫在弹钢琴。	一个男人在弹吉他。	0
那人用刀割破了一些地毯。	一个男人正在用刀割地毯。	4
一名妇女骑着一辆摩托车沿着一条路行驶。	一个男人在骑摩托车。	2
有人在切蔬菜。	有人在切西红柿。	3
一个女人在跳舞。	一个男人在说话。	0
狗舔婴儿的口水。	狗舔婴儿。	2
一个人在划船。	一个男人正在切西红柿。	0
一个男人切土豆。	一个男人切土豆。	4
一个女人正在切大蒜。	那个女人正在切蒜片。	4
绕圈奔跑的动物。	一只松鼠绕着圈跑。	3
一个男人正在慢慢地走过一座索桥。	一个男孩正走过一座桥。	3
一个人在弹吉他。	一个坐在房间里的人正在弹吉他。	4
一个人吹长笛。	一个人在吹长笛。	5
一个女人把两个鸡蛋打进一个玻璃碗里。	一个女人正在把一个鸡蛋打进碗里。	3
一个人在切鱼。	男人给鱼吃内脏。	3
两个人正在把手提箱装进一辆汽车的后备箱里。	这些人正在把手提箱放进汽车后备箱。	4
一个男人把油倒在一些西红柿上。	那人把油倒在切好的西红柿上。	3
一个人在切东西。	一个男人在切面包。	3
一个男人在划独木舟。	一个人在弹竖琴。	0
那个女人捡起了袋鼠。	一个女人抱起一只幼小的袋鼠。	3
鱼在游泳。	一条鱼在游泳。	4
两个女人在食品加工机里混合了一些东西。	两个女人在搅拌机里做东西。	4
一个男人在弹吉他。	一个人在刺杀目标。	1
一个人正在冲浪。	一个人在冲浪。	3
一个人在乐队里吹长笛。	一个男人在弹吉他。	1
那人把黄油涂在面包上。	一个男人正在把黄油涂在面包上。	4
一个人在煮面条。	一个女人在水里煮面条。	4
一群人在山上跳舞。	一群人在跳舞。	3
一个男人在外面跳舞。	一个人在吹长笛。	1
一个男人正在把平底锅放进烤箱里。	一个女人在切洋葱。	0
一个女人坐在书桌前。	一个女人骑着驴子。	0
医生用担架运送病人。	医生把病人推上担架。	3
一个女人正在给一个男人喂奶。	一位女士正在调肉。	1
一个女人在舞台上吹长笛。	那个女人在吹长笛。	3
两只熊猫宝宝正在玩耍。	两只熊猫正在一起产卵。	3
一个婴儿在笑。	一个婴儿在笑和咯咯地笑。	4
一个男人在弹吉他。	一个男孩在弹钢琴。	1
一个人在折纸。	一个女人在切胡椒粉。	0
三个女人在跳舞。	这个男人在跳舞。	1
猫在互相玩耍。	两只猫在打架。	2
那个女人在揉面团。	一位妇女正在挥舞和滚动面团。	3
一个人在跑。	一个男人正沿着一条路跑。	3
一个女人在肉上加香料。	女人在往肉里加糖。	2
一位妇女正在往鱼上加油。	一位妇女正在往鱼上浇水。	2
一个小男孩拿着一把吉他。	一个小男孩在弹吉他。	2
那人在吃披萨。	一个男人正在吃一片比萨饼。	4
一只猩猩正在乘公共汽车。	一只猴子正坐在公共汽车上。	3
一男一女在餐厅里聊天。	一男一女骑自行车。	1
一个男人在弹吉他。	一个男人在擦玻璃门。	0
一个女孩一边唱歌一边弹吉他。	一个年轻人一边弹吉他一边唱歌。	2
一个女孩正在用手语交流。	一个年轻女孩正在使用手语。	3
一位妇女正在做举重运动。	一个女人在做头发。	0
一个男人进了一辆车。	一位老人上了一辆红色的车。	3
一只猫在玩键盘。	一只猫在弹钢琴。	3
一个绿色的大球打翻了一个土豆。	一个绿色的大球打在土豆上。	4
两只狗在游泳池里游泳。	狗在游泳池里游泳。	4
那人用一把砍刀把洋葱切碎。	那人用机器把土豆切碎。	2
女人切豆腐。	一个女人在切豆腐。	5
一群鹿正在过马路。	一群北美驯鹿正在过马路。	3
有人在喂动物。	有人在弹钢琴。	0
有人在切玉米饼。	有人在骑马。	0
有人在混血。	有人在缝纫东西。	0
公鸡啄死老鼠。	一只小鸡在啄一只死老鼠。	4
一个女人抱着一只袋鼠。	一位女士正在拾起一只袋鼠。	3
一个男人在玩青蛙。	一只猫在玩照相机。	0
两个人在说话。	两个人在弹吉他。	1
一个男人在一大片面包上涂黄油。	一个男人在一片大蒜面包上涂黄油。	3
一个男人正在跑过一条很高的铁丝网。	一个人在用绳子跑。	3
一个男人在开门。	一个男人在弹吉他。	0
一个男人正在修剪草坪。	一个女人在切柠檬。	0
一个男人正在把土豆切成碎片。	一个男人在切土豆。	4
那个女人正在切熟的章鱼。	一个女人在切章鱼。	3
一个男人在冲破木板。	一只狗在水中奔跑。	0
一个男人在跳舞。	一个人在吃面包。	0
有人在弹钢琴。	一个男人在弹吉他。	1
两只狐狸正在一块砖砌的露台上吃着盘子里的东西。	狐狸正在吃盘子里的东西。	2
一个男孩在玩键盘。	一个男孩在弹钢琴。	3
一个人在玩键盘。	有人在玩键盘。	5
一个男人在开枪。	一个男人在吐痰。	0
有人在切洋葱。	有人在剥土豆。	1
一个男人在游泳。	一个女人在切肉。	0
一个人在弹吉他。	一个人弹一把原声吉他。	3
一个女人在切南瓜。	一个女人骑着大象。	0
一个女人在跳舞。	一个女人在揉面团。	0
一个女人正在把鸡蛋打进碗里。	一个女人正在把烤肉串放在架子上。	0
一辆汽车在路上行驶。	一辆汽车正沿着这条路行驶。	4
有人在给平底锅上油。	斯米恩正在躺下。	0
一个人在弹吉他。	一个男人在吸食意大利面。	0
一个女人在喝伏特加。	一个女人正在锻炼。	0
一个男人正在冲洗牛排。	一个男人在弹吉他。	0
一个人在跳墙。	一个男人跳到一堵矮墙上。	3
跑步者绕跑道赛跑。	跑步者在赛跑中竞争。	3
一个男人在踢足球。	一个男人正在搅拌一只碗。	0
一只猫在舔一只吸盘。	一个女人在切黄瓜。	0
一个女人在煎东西。	一个女人在骑马。	0
一个女人在炉火旁跳舞。	一个女人正在洗澡。	1
这个男人正在切开一条鱼。	一个男人在切土豆。	2
三个男孩在跳舞。	孩子们在跳舞。	3
一个女人在和一个男人玩游戏。	一个人在弹钢琴。	0
这个男人在开一辆白色的汽车。	一个男人在接受采访。	0
一个男人开着他的车。	一个男人在开车。	4
一辆汽车从一个地方倒车而出。	一辆汽车正从一条阻塞的车道上倒车。	3
这个男孩正在弹钢琴。	一个男孩弹钢琴。	5
一个男人在披萨上放了些奶酪。	那人把奶酪撒在比萨饼上。	5
那人弹吉他。	一个男人在弹吉他。	3
一个人在骑马。	一个男人在玩键盘。	0
一个男人在用绳子走路。	一个男人骑着一块垫子。	0
人们走下火车。	一群人下了火车。	4
一个女人正在缝纫机上缝纫。	一个女人在啃肉。	0
一个男人在给一块面包涂黄油。	一个男人在面包上涂黄油。	5
一个男人正在把西红柿切成碎片。	一个女人在切蔬菜。	1
三个十几岁的女孩在房间里跳舞。	一些十几岁的女孩在镜头前跳舞。	2
一只狗正往游泳池里看。	一只狗在游泳池里散步。	2
狮子在走。	狮子在钢笔里踱来踱去。	2
一匹黑马跑来跑去。	马在跑。	4
有个女人在养虾。	一个人在雨中跳舞。	0
一个人在骑马。	一个女人正在洗冰箱。	0
一个男人走在一条小路上。	一个男人走过一根很紧的绳子。	0
一个男人在切土豆。	一个女人在切墨西哥胡椒。	1
一个小孩从一条在钓竿上荡来荡去的鱼跑开了。	一个小孩子绕着一根钓竿跑来跑去。	2
一个男人正沿着一条穿过荒野的小径走着。	一个男人正沿着一条路走着。	2
一个人在切一些布拉塔奶酪。	那个人在切奶酪。	3
一个男人在用刀背压碎大蒜。	一个女人正在用刀切肉。	1
那个人正在射击一支自动步枪。	一个男人在开枪。	3
一位女士正在用刚砂板装饰她的指甲。	一位妇女正在用奶瓶喂她的婴儿。	0
一个男人在滑板。	一个女人在切土豆。	0
一个女人正在洗澡。	一个人骑着一匹白马。	0
一个男人在跳舞。	一个人在骑马。	0
一个人在划船。	一个男人在开枪。	0
一个男人正从挂在天花板上的绳子上荡来荡去。	一个人在一根绳子上荡来荡去。	3
一个女人在海滩上骑马。	一个男人背着另一个男人。	0
一个人一只手握着一只小动物。	一个男人在炫耀一只小猴子。	1
一个人在折叠一张方形的纸片。	一个人在折纸。	3
一个人在平底锅里煎肉。	一个人拿着一只臭鼬。	0
黑猩猩伤害了一个女人。	一个男人在开车。	0
那个女人在剥虾。	这个男人手里拿着一只狐猴。	0
两只斑马在玩耍。	斑马在社交。	4
一个女人在切黄油。	女人切豆腐。	1
有些男人在弹吉他。	三个男人在一起弹吉他和唱歌。	3
大象把水喷到自己身上。	大象向自己喷水。	3
一只狗坐在一家商店的柜台前。	狗站在柜台前。	2
一个女人在切蔬菜。	那个女人正在切蒜片。	2
獾在挖洞。	一只獾在挖土。	4
一个女人在湖上滑水。	一个人在吹长笛。	0
一架直升机正降落在直升机停机坪上。	一架直升机降落了。	3
一个女孩在拉小提琴。	一个婴儿在笑和咯咯地笑。	0
一个女人正在切一只鸡。	一个女人在切肉。	2
一个女人在崇拜的人群面前骑大象。	女人骑大象。	3
一只小狗在地板上向后滑行。	一只小狗在向后推。	3
女人切大蒜瓣。	一个女人正在把一头大蒜打碎成丁香。	4
一只狗正往游泳池里看。	一只狗正沿着游泳池边走。	2
女人把美容品混合在玻璃杯里。	一个女人正在用勺子把奶油放在杯子里搅拌。	3
一个男人正在画一幅画。	一个人在画。	3
一个女人在摘西红柿。	一个女人正在把面糊倒进碗里。	1
一个男人正在看一台电脑显示器。	一个男人在用笔记本电脑。	2
两个人在轮胎滚动比赛中竞争。	两个人在一场比赛中翻转了拖拉机轮胎。	2
一个人在切肉。	骑机械公牛的人	0
这个男孩骑着一辆三轮车。	一个女人骑着一辆滑水车。	1
一个人在拉小提琴。	一位妇女正在使用一台缝纫机。	0
一个男人在玩键盘。	一个人在弹钢琴。	2
一个男人闻到了两个比萨饼的味道。	一个女人正在给一个男人喂奶。	0
猴子拉狗的尾巴。	一只猴子在动物园里戏弄一只狗。	2
一只狗仰卧在木地板上。	一只狗躺在地板上。	4
一个女人正在平底锅里煎东西。	一个人在弹吉他。	0
一个男人把调味品放在一碗水里。	那人往碗里的水里加了调味料。	5
一位老妇人正在往煎锅里倒油。	一个绑着绳子的人正在往水里放水。	0
一个女人在切洋葱。	一个女人正在把洋葱切成半片。	3
那个女人捡起了袋鼠。	一个女人背着一只袋鼠。	3
狗咬罐头。	狗打开一罐食物。	1
一个女人在剥一条鱼的皮。	一个人钓到一条鱼。	1
一个人在割草。	一个男人正在破坏混凝土。	0
一只猫正在看电视。	一个男人在切一片叶子。	0
那男孩被困在狗窝的门里。	一个孩子被困在狗舍里。	3
人们跳进游泳池。	男人都掉进池子里了。	2
一个女人在水下游泳。	一个女人在游泳。	3
一个男人在弹吉他。	一个女人在跳舞。	0
一架飞机在空中飞行。	一架南非航空公司的飞机在蓝天中飞行。	3
一只熊正在躲避两只狗。	熊在和狼搏斗。	1
一个女人正在浮筏上休息。	女人在内胎里放松。	3
一个男人正死在手术室里。	一个男人在舞台上亲吻一个女人。	0
一个人拿着一片叶子。	一个女人在看电视。	0
一个人在骑马。	一个女人在切土豆。	0
一个女人在切章鱼。	一个人在弹吉他。	0
一个男人在打碎水壶。	一个女人在剥大蒜。	0
一个男人在弹吉他。	一个女人在切蔬菜。	0
一个女孩正在吃纸杯蛋糕。	一个人在切黄瓜。	0
小女孩带着一只狗和一个球在草地上玩耍。	婴儿玩狗和球。	3
人们骑着木筏，划着木筏。	四个人在木筏上漂浮。	2
这位女士切了一块土豆。	一个男人在切土豆。	2
导弹爆炸了。	一枚火箭爆炸了。	3
一只狗在雪中玩耍。	一只狗在它前面的地毯上用爪子抓一只苍蝇。	1
一个女人正在和其他女人跳舞。	一个女人在切鸡肉。	0
一个男孩推着一辆面包车。	一个人在切西红柿。	0
一个男孩正在做一些舞步。	一个男孩正在从水壶里倒东西。	0
一位女士正在打开一瓶苏打水并喝着它。	一个女人骑在大象上。	0
一名男子正在组装扬声器部件。	一个人在弹吉他。	1
狗沿着游泳池边走。	一只狗正沿着游泳池散步。	4
黄油被放进碗里。	一个人把黄油切进搅拌碗里。	4
浣熊在吃东西。	一个男人在吃东西。	1
有人从马上摔下来了。	一个男人从马上被撞倒。	3
女人剥苹果。	一名男子骑着摩托车发出爆裂的车轮声。	0
一个男人正在上数学课。	一个男人正在冲洗牛排。	0
动物在水中玩耍。	两个人在打乒乓球。	0
一个人骑着马跳过障碍物。	一个男人在踢足球。	0
一个人正在用手做铅笔戏法。	一个人正在把胡萝卜切成两半。	0
那个人把摄像机点着了。	一个人在吹着摄像机。	3
那人正在把磁带从盒子里切下来。	一个男人正在切开一个盒子。	4
一个人在河里钓鱼。	一个男人边唱边走在人行道上。	0
一个男人在骑自行车。	一个女人在街上跳舞。	0
一个男人在做俯卧撑。	一个女人在切章鱼。	0
一个人在弹吉他。	一个女人在切猪肉。	0
一个女人正在往脸上抹粉。	那个女人正用手指轻敲桌子。	0
一个女人在剥土豆。	一头狮子走来走去。	0
一个女人在开枪。	一个男人在表演特技。	0
女人把花环戴在男人的肩上。	一个男人把水倒在飞行员的头上。	0
一位老妇人正在和一位男士握手。	一男一女握手。	3
那个女人在滑水。	一个女人在湖面上乘船醒来。	1
树木在暴风雨中弯曲。	树木受到强风的袭击。	2
一男一女正坐在车里。	一个女人在煎虾。	0
一个人弹钢琴。	一个女人在拉小提琴。	1
一个男人在移动树枝。	那个女人在拉小提琴。	0
一个人把油倒在平底锅上。	一个人在切洋葱。	0
动物在吃东西。	一个女人在跳舞。	0
那个女人正在遛狗。	一个女人在街上遛狗。	4
一群人唱歌。	有些人在唱歌。	5
猫在喝牛奶。	一只猫正在用一碟牛奶舔东西。	4
一个女孩在做眼皮。	一个女人在涂眼影。	2
两个人在打架。	两个人在用一种武术格斗。	2
军官对新兵吼叫。	一位军官正在和新兵谈话。	2
那个人正在往容器里放鸡肉。	一个男人正在把食物放进盒子里。	2
一个男人正系在速记机上。	那人用速记。	2
一个女人躺在岩石上的毯子上看书。	一个坐着的女人也在唱着一首歌，弹着吉他。	1
两只小狗在互相玩耍。	有些人在踢足球。	0
一个男人在操场上跑步。	一个男人爬上一根绳子。	1
一个男人在拥抱一个人。	一个男人正在拍照。	0
一对夫妇正在散步。	有些人在锯。	0
有人在往锅里倒大麻。	一个男人把蔬菜放进锅里。	2
一个男人在弹吉他。	有人在拿面包。	0
一只狗在蹦床上跳。	一个男孩在弹吉他。	0
一个男人在厨房的水槽上摇着一个容器。	一个男人正在倒空一个塑料容器。	2
纸正在用剪刀剪。	一张纸被剪下来了。	4
一个男人牵着一匹马走着。	一个男人牵着马的缰绳走来走去。	3
一个人剥虾。	这位女士剥去了虾的皮。	3
一个男人在弹吉他。	一个男人试图读报纸。	0
在旅馆里铺床的人。	一个人抱着一只动物。	0
狗先拉了狗的尾巴，然后又拉了他的腿。	一只猴子拉着狗的尾巴。	1
一个女人在碗里打两个鸡蛋。	一个人在碗里搅拌配料。	3
一个人在外面跳绳。	一个女人在切黄瓜。	0
一个人在切洋葱。	一只仓鼠在唱歌。	0
一个女人抱着一只袋鼠。	一个戴帽子的人唱了一首歌。	0
一个女人在煮东西。	一位女士正在往煎锅里倒料。	3
一个女人在海滩上游泳。	一个女人在大海的波涛中飞溅。	3
一个男人背着另一个男人。	一名男子用水管向另一名男子喷水。	0
那个女人正在把浆糊放进盘子里。	一个女人正从碗里抽出某种黏糊糊的东西。	1
一个男人站起来谈论一件灰色的地铁T恤。	一个男人正在展示一件T恤衫。	2
有人把橄榄油倒进一碗番茄楔里。	那个人把油倒在番茄片上。	3
一个人在弹吉他。	那个人和一个朋友弹吉他。	3
一个人在剥土豆。	一只猫在舔一个小瓶子。	0
一只猫正在跳进盒子里。	一个年轻人在和一片树叶说话。	0
那个女人正在调油。	一个女人正在把配料倒进碗里。	1
一只猫正倒着滑到沙发下面。	一只猫在它背上的一件家具下面爬行。	3
女人跳舞，男人弹键盘。	一个女人在舞台上跳舞。	2
一位厨师正在收拾一碗汤。	一个男人正在擦碗边。	2
女人切柠檬。	一个男人对着麦克风说话。	0
一个超重的人在跳绳。	一个年轻人在跳舞。	0
这位女士打碎了两个生鸡蛋。	那个女人正在把鸡蛋打进碗里。	3
一个人用刀削铅笔。	一个女人在雨中跳舞。	0
塑料玩具漂浮在水中。	女士们正在表演一支舞。	0
乌龟跟在鱼后面。	一只海龟正在捕鱼。	3
那女人在画眼影。	那个女孩在她的眼皮上用一支眼笔。	2
一个男人正在系鞋带。	一只狗骑在骑自行车的人的肩膀上。	0
一个女人正在用刀切肉。	一个男人在摊钱。	0
一只狗在地上奔跑。	一个女孩在敲她的指甲。	0
一个男人在抚摸一只拴着的狗。	一个男人正在给照相机看他的狗。	1
一名妇女正和一只宠物狗在一块开阔的土地上散步，其他几只狗也跟着它们。	一个男人和几只狗在散步。	2
一个女人正在切一些大蒜。	一个人正在清理磁盘。	0
两个队在踢足球。	不同的球队在球场上踢足球。	2
一只像老鼠一样的生物在四处嗅着。	一只动物正在地上行走。	2
两个相扑选手在打架。	一个男人在水中骑着一个水上玩具。	0
一名男子躺在地上瞄准一支步枪。	一个男人在玉米饼上涂黄油。	0
一对夫妇正朝大海跑去。	一男一女牵着手一起跑。	2
一个女人在切一颗硬鸡蛋。	一个人正在把煮鸡蛋切成碎片。	3
两个机器人共用一个吻。	一个男的和女的机器人在接吻。	3
一只猫正试图碰一只狗。	猫摸狗的头逗它。	3
犀牛在草地上吃草。	犀牛在田野里吃草。	4
那人开着他那辆红色的小车在车流中转来转去。	狗在海滩上的水中奔跑。	0
一个人在切面包。	一个男人在玩足球。	1
一只猫飞快地打在一个小孩的头上。	一只猫和一个男孩一起玩。	2
一只猫在盒子里玩耍。	狗在玩地板清洁剂。	1
一个男人在拍拍鳄鱼的嘴。	一个人正在把切碎的蔬菜倒进炉子上的锅里。	0
这对夫妇在教堂跳舞。	几支慢舞。	3
一个人检查一些米饭布丁。	一匹马在奔跑。	0
一个女人正在玻璃碗里搅拌两个鸡蛋。	一个年轻女孩在舞台上唱歌。	0
那个人在打鼓。	一个人把清洁剂倒在水槽里。	0
一个男人在切胡椒粉。	一个人把一大块青椒切成两半。	3
一个男孩正爬进狗舍。	一只猫在地板上玩耍。	0
那女孩在上山时放风筝。	一个女孩丢了她的风筝。	2
一位妇女正在把食物放在一锅热水里。	一个女人在煎肉。	1
一只小猴子在水中行走。	一只猴子正涉水过沼泽。	3
一个男人在骑自行车。	熊猫在吃东西。	0
一个年轻人正在唱歌和弹钢琴。	那人正在写信。	0
一个男孩摘下他的太阳镜。	一个男孩在尖叫。	0
一个女孩在弹钢琴。	一个男孩在做俯卧撑。	0
这位女士切了一片西红柿。	有人在切西红柿。	4
有人拿着一只刺猬。	洋葱正被切成片。	0
女人剥土豆。	一个女人正在烤菠萝。	1
一只猫在喝水。	一辆卡车正在下山。	0
一个人把盐和胡椒粉放在一块猪肉上。	一个年轻人坐在钢琴上。	0
那人坐在椅子上凝视着。	小女孩正把头发扎成一条小马尾。	0
一个女人正在切土豆块。	一个女人把豆腐切成小块。	1
一个婴儿在快乐地爬行。	一个婴儿打喷嚏，吓到了另一个婴儿。	1
一个人在平底锅里煎肉。	一个男人在切蔬菜。	0
一个男人正从窗户往外看。	一个女人在水里游泳。	0
一个坐着的人在弹吉他。	一个男人在弹着一把吉他，对着麦克风唱歌。	3
一个女人正在用刀切洋葱。	一个男人正在准备一些菜。	1
一位骑手正在奔跑和跳跃她的马。	一个女人骑着马跳跨栏。	4
一个男孩在玩键盘。	一个男孩坐在房间里用灯弹钢琴。	3
两个人在打架。	这个男人正在锻炼。	0
一个人在吹木笛，而其他几个人在打邦戈鼓。	一个人在吹长笛。	3
两只卡通兔子在接吻。	一只兔子在亲吻另一只兔子。	3
刺猬咬着毛巾。	一只刺猬在咬毯子。	3
一只猫在舔自己。	一个男人正在用曼陀林切片机切白洋葱。	0
一只小豚鼠正在啃地板上的一块胡萝卜。	豚鼠吃胡萝卜。	3
四个男孩站在燃烧的汽车前。	当一辆汽车在他们身后爆炸时，四个年轻人站着不动。	3
一个男人在抽烟。	那人穿着西装坐着抽烟。	4
一位女士正在给一些食物加酱汁。	一个人在割树叶。	0
一艘潜水艇正在水中穿行。	一个婴儿睡着了。	0
一个人在切洋葱。	一只猫在厕所里拉屎。	0
一只獾正在挖土。	一个男人在移动大石头。	0
一个男人在骑自行车。	一个男人在骑自行车。	5
一男一女在接吻。	一男一女在相互交谈。	0
一个女人在切洋葱。	一个女人在切洋葱。	4
一个小男孩正在和一只狗玩。	一个婴儿正在和一条狗玩耍。	3
那个人在画。	一个男人在画。	5
一个男孩在弹吉他。	一个小孩在弹吉他。	3
一个女人在切洋葱。	一个女人正在切洋葱。	5
一列玩具火车撞上了一辆玩具汽车。	一列玩具火车撞上了一辆玩具汽车。	5
一个男人在切土豆。	一个女人在切西红柿。	1
一个人在弹吉他。	一个人在吹长笛。	2
一只猫打开抽屉，爬了进去。	一只猫正打开抽屉往里爬。	5
一个女人在煎食物。	一个女人在油炸食物。	4
